cid,drug_name,smiles,molecular_formula,molecular_weight
5204,"1,3-Benzodioxole, 5,5'-(tetrahydro-1H,3H-furo(3,4-c)furan-1,4-diyl)bis-, (1S-(1alpha,3aalpha,4alpha,6aalpha))-",C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6,C20H18O6,354.4
5205,Setiptiline,CN1CCC2=C(C1)C3=CC=CC=C3CC4=CC=CC=C24,C19H19N,261.4
5206,Sevoflurane,C(OC(C(F)(F)F)C(F)(F)F)F,C4H3F7O,200.05
5207,2-amino-N-[3-(3-aminopropylamino)propyl]-5-(diaminomethylideneamino)pentanamide,C(CC(C(=O)NCCCNCCCN)N)CN=C(N)N,C12H29N7O,287.41
5208,(+-)-Shikonin,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,C16H16O5,288.29
5209,3-Methyl-1-(3-methyl-2-buten-1-yl)-9H-carbazol-2-ol,CC1=CC2=C(C(=C1O)CC=C(C)C)NC3=CC=CC=C32,C18H19NO,265.3
5210,Sibutramine,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,C17H26ClN,279.8
5211,"9,13,17,17-Tetramethyl-4,12-dioxapentacyclo[11.7.1.01,16.05,21.06,11]henicosa-6,8,10-trien-7-ol",CC1=CC(=C2C3C4C(CCC5C4(CCCC5(C)C)CCO3)(OC2=C1)C)O,C23H32O3,356.5
5212,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,C22H30N6O4S,474.6
5213,Silymarin,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,C25H22O10,482.4
5214,Silver;[(4-aminophenyl)-oxo-oxoniumylidene-lambda6-sulfanyl]-pyrimidin-2-ylazanium,C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+],C10H12AgN4O2S+3,360.16
5215,Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C10H10N4O2S,250.28
5216,Simazine,CCNC1=NC(=NC(=N1)Cl)NCC,C7H12ClN5,201.66
5217,Simfibrate,CC(C)(C(=O)OCCCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl)OC2=CC=C(C=C2)Cl,C23H26Cl2O6,469.4
5218,"7-{8-[(2,2-Dimethylbutanoyl)oxy]-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl}-3,5-dihydroxyheptanoic acid",CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)C,C25H40O6,436.6
5219,Linsidomine,C1COCCN1[N+]2=CC(=N)O[N-]2,C6H10N4O2,170.17
5220,"2,5-Diamino-6-[5-(6-aminopurin-9-yl)-3,4-dihydroxy-2,5-dimethyloxolan-2-yl]hexanoic acid",CC1(C(C(C(O1)(C)N2C=NC3=C(N=CN=C32)N)O)O)CC(CCC(C(=O)O)N)N,C17H27N7O5,409.4
5221,Kashmirine,CC1CCC2C(C3CCC4C(C3CN2C1)CC5C4CC(=O)C6C5(CCC(C6)O)C)(C)O,C27H43NO3,429.6
5222,,CC1(C2=CC3=C(C(C(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=CC(=C1CCC(=O)O)[N-]2)[N-]5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)[N-]3)(C)CC(=O)O)CCC(=O)O)CC(=O)O.[Fe],C42H42FeN4O16-4,914.6
5223,"3-[7,12,18-Tris(2-carboxyethyl)-3,8,13,17-tetrakis(carboxymethyl)-8,13-dimethyl-21,22,23,24-tetrahydroporphyrin-2-yl]propanoic acid",CC1(C2=CC3=C(C(C(=CC4=C(C(=C(N4)C=C5C(=C(C(=CC(=C1CCC(=O)O)N2)N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)N3)(C)CC(=O)O)CCC(=O)O)CC(=O)O,C42H46N4O16,862.8
5224,"4,6-Diamino-3-{[3-amino-6-(aminomethyl)-3,4-dihydro-2h-pyran-2-yl]oxy}-2-hydroxycyclohexyl 3-deoxy-4-c-methyl-3-(methylamino)pentopyranoside",CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,C19H37N5O7,447.5
5225,"[2-[[4-(2,2-Dimethylpropanoyloxy)phenyl]sulfonylamino]benzoyl]carbamic acid",CC(C)(C)C(=O)OC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2C(=O)NC(=O)O,C19H20N2O7S,420.4
5226,"1,2,3,4-Tetrahydroisoquinoline-7-sulfonamide",C1CNCC2=C1C=CC(=C2)S(=O)(=O)N,C9H12N2O2S,212.27
5227,SK&F 91488,CN(C)CCCCSC(=N)N,C7H17N3S,175.30
5228,"6-(4-Fluorophenyl)-2,3-dihydro-5-(4-pyridinyl)imidazo(2,1-b)thiazole",C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F,C16H12FN3S,297.4
5229,3-[2-(4-methoxyphenyl)-2-[3-(4-methoxyphenyl)propoxy]ethyl]-1H-imidazol-3-ium,COC1=CC=C(C=C1)CCCOC(C[N+]2=CNC=C2)C3=CC=C(C=C3)OC,C22H27N2O3+,367.5
5230,(3-Aminopropyl)methylphosphinic acid,CP(=O)(CCCN)O,C4H12NO2P,137.12
5231,"S-Nitroso-N-acetylpenicillamine, (+-)",CC(=O)NC(C(=O)O)C(C)(C)SN=O,C7H12N2O4S,220.25
5232,"S-Nitroso-N-valeryl-D,L-penicillamine",CCCCC(=O)NC(C(=O)O)C(C)(C)SN=O,C10H18N2O4S,262.33
5233,Sobuzoxane,CC(C)COC(=O)OCN1C(=O)CN(CC1=O)CCN2CC(=O)N(C(=O)C2)COC(=O)OCC(C)C,C22H34N4O10,514.5
5234,Sodium Chloride,[Na+].[Cl-],ClNa,58.44
5235,Sodium Fluoride,[F-].[Na+],FNa,41.9881724
5236,Fluoroacetate anion,C(C(=O)[O-])F,C2H2FO2-,77.03
5237,Fluoroacetic acid,C(C(=O)O)F,C2H3FO2,78.04
5238,Sodium Iodide,[Na+].[I-],INa,149.8942
5239,Sodium Iodoacetate,C(C(=O)[O-])I.[Na+],C2H2INaO2,207.93
5240,Iodoacetic Acid,C(C(=O)O)I,C2H3IO2,185.95
5241,Oragrafin,CN(C)C=NC1=C(C=C(C(=C1I)CCC(=O)O)I)I,C12H13I3N2O2,597.96
5242,"Acetic acid, 2-amino-2-oxo-, sodium salt (1:1)",C(=O)(C(=O)[O-])N.[Na+],C2H2NNaO3,111.03
5243,Picosulfuric acid,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O,C18H15NO8S2,437.4
5244,"10,13-Dimethyl-17-oxo-3-sulfooxy-1,2,3,4,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[A]phenanthrene",CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C,C19H28O5S,368.5
5245,Risedronate,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,C7H11NO7P2,283.11
5246,"Ethanesulfonic acid, 2-[[(3alpha,5beta,7alpha,12alpha)-3,7,12-trihydroxy-24-oxocholan-24-yl]amino]-, monosodium salt",CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C.[Na+],C26H44NNaO7S,537.7
5247,"2-[4-(3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoylamino]ethanesulfonic acid",CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C26H45NO7S,515.7
5248,Myristyl sulfate,CCCCCCCCCCCCCCOS(=O)(=O)O,C14H30O4S,294.45
5249,2-[5-(3-Methylbut-2-enoxy)-2-[3-[4-(3-methylbut-2-enoxy)phenyl]prop-2-enoyl]phenoxy]acetic acid,CC(=CCOC1=CC=C(C=C1)C=CC(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C,C27H30O6,450.5
5250,Npc147835,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1,C27H43NO2,413.6
5251,"2,4-Hexadienoic Acid",CC=CC=CC(=O)O,C6H8O2,112.13
5252,6-Fluoro-4-chromanone hydantoin,C1COC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F,C11H9FN2O3,236.20
5253,Sotalol,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,C12H20N2O3S,272.37
5254,cis-and-trans-Inophyllolide,CC1C(OC2=C(C1=O)C3=C(C(=CC(=O)O3)C4=CC=CC=C4)C5=C2C=CC(O5)(C)C)C,C25H22O5,402.4
5255,N-Acetyl-alpha-aspartylglutamic acid,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O,C11H16N2O8,304.25
5256,Sparc,C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CNC(=O)C(CCCCN)N,C20H36N8O5,468.6
5257,"5-Amino-1-cyclopropyl-7-(3,5-dimethylpiperazin-1-yl)-6,8-difluoro-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,C19H22F2N4O3,392.4
5258,Sodium Phenylbutyrate,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],C10H11NaO2,186.18
5259,,C(CCN(CCCN)N(N=O)O)CNCCCN,C10H26N6O2,262.35
5260,N-Octadecanoylsphingosylphosphorylcholine,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O,C41H83N2O6P,731.1
5261,2-[Hydroxy-[3-hydroxy-2-(octadecanoylamino)octadec-4-enoxy]phosphoryl]oxyethyl-trimethylazanium,CCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OCC[N+](C)(C)C)C(C=CCCCCCCCCCCCCC)O,C41H84N2O6P+,732.1
5262,2-Amino-3-hydroxyoctadec-4-en-1-yl dihydrogen phosphate,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O,C18H38NO5P,379.5
5263,2-Amino-3-hydroxyoctadec-4-en-1-yl 2-(trimethylammonio)ethyl phosphate,CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)N)O,C23H49N2O5P,464.6
5264,2-[(2-Amino-3-hydroxyoctadec-4-enoxy)-hydroxyphosphoryl]oxyethyl-trimethylazanium,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)OCC[N+](C)(C)C)N)O,C23H50N2O5P+,465.6
5265,Spiperone,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,C23H26FN3O2,395.5
5266,Spiramycin,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,C43H74N2O14,843.1
5267,Duraspiron,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,C24H32O4S,416.6
5268,Spiroxatrine,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,C22H25N3O3,379.5
5269,Splitomicin,C1CC(=O)OC2=C1C3=CC=CC=C3C=C2,C13H10O2,198.22
5270,9-(Tetrahydrofuran-2-yl)-9h-purin-6-amine,C1CC(OC1)N2C=NC3=C(N=CN=C32)N,C9H11N5O,205.22
5271,7-(3-((2-((Phenylamino)carbonyl)hydrazino)methyl)-7-oxabicyclo(2.2.1)hept-2-yl)-5-heptenoic acid,C1CC2C(C(C1O2)CC=CCCCC(=O)O)CNNC(=O)NC3=CC=CC=C3,C21H29N3O4,387.5
5272,1-[(3-Hept-2-enyl-7-oxabicyclo[2.2.1]heptan-2-yl)methylamino]-3-phenylurea,CCCCC=CCC1C2CCC(C1CNNC(=O)NC3=CC=CC=C3)O2,C21H31N3O2,357.5
5273,9-(oxolan-2-yl)-7H-purin-9-ium-6-amine,C1CC(OC1)[N+]2=CNC3=C(N=CN=C32)N,C9H12N5O+,206.22
5274,Sqi-pr,CCCOC1=C(C2=C(C(=C1)N3CCOCCN(CCOCCOCC3)C4=CC(=C(C5=C4N=C(C=C5)C)OCCC)OCCC)N=C(C=C2)C)OCCC,C42H60N4O7,732.9
5275,4-[6-Amino-3-(4-methoxyphenyl)-1-pyridazin-1-iumyl]butanoic acid,COC1=CC=C(C=C1)C2=N[N+](=C(C=C2)N)CCCC(=O)O,C15H18N3O3+,288.32
5276,"2-Propenamide, 2-cyano-3-[3-ethoxy-4-hydroxy-5-[(phenylthio)methyl]phenyl]-",CCOC1=CC(=CC(=C1O)CSC2=CC=CC=C2)C=C(C#N)C(=O)N,C19H18N2O3S,354.4
5277,"1,10a,12a-Trimethyl-1,2,3,3a,3b,4,5,5a,6,8,10,10a,10b,11,12,12a-hexadecahydrocyclopenta(5,6)naphtho(1,2-f)indazol-1-ol",CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,C21H32N2O,328.5
5278,Ponalrestat,C1=CC=C2C(=C1)C(=NN(C2=O)CC3=C(C=C(C=C3)Br)F)CC(=O)O,C17H12BrFN2O3,391.2
5279,Staurosporine HCl,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,C28H26N4O3,466.5
5280,"1-(5-(Hydroxymethyl)oxolan-2-yl)-5-methylpyrimidine-2,4(1H,3H)-dione",CC1=CN(C(=O)NC1=O)C2CCC(O2)CO,C10H14N2O4,226.23
5281,Stearic Acid,CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,284.5
5282,[3-Carboxylato-2-(stearoyloxy)propyl]trimethylaminium,CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,C25H50NO4+,428.7
5283,"Benzo(3,4)furo(3',4':6,7)cycloocta(1,2-f)(1,3)benzodioxole-3,14-dione, 1,3a,4,14a-tetrahydro-6,7,8-trimethoxy-, stereoisomer",COC1=C(C(=C2C(=C1)CC3C(COC3=O)C(=O)C4=CC5=C(C=C42)OCO5)OC)OC,C22H20O8,412.4
5284,"3a,6,6,9a-tetramethyl-3-[6-(5-methyl-6-oxopyran-2-yl)hepta-3,5-dien-2-ylidene]-4,5,5a,8,9,9b-hexahydro-1H-cyclopenta[a]naphthalene-2,7-dione",CC1=CC=C(OC1=O)C(=CC=CC(=C2C(=O)CC3C2(CCC4C3(CCC(=O)C4(C)C)C)C)C)C,C30H38O4,462.6
5285,"(3a,6,6,9a-Tetramethyl-3-(6-(5-methyl-6-oxopyran-2-yl)hepta-3,5-dien-2-ylidene)-2-oxo-1,4,5,5a,7,8,9,9b-octahydrocyclopenta(a)naphthalen-7-yl) acetate",CC1=CC=C(OC1=O)C(=CC=CC(=C2C(=O)CC3C2(CCC4C3(CCC(C4(C)C)OC(=O)C)C)C)C)C,C32H42O5,506.7
5286,"10-(3a,6,6,9a-tetramethyl-2,7-dioxo-4,5,5a,8,9,9b-hexahydro-1H-cyclopenta[a]naphthalen-3-ylidene)-2,4,6-trimethylundeca-2,4,6,8-tetraenoic acid",CC(=C1C(=O)CC2C1(CCC3C2(CCC(=O)C3(C)C)C)C)C=CC=C(C)C=C(C)C=C(C)C(=O)O,C31H42O4,478.7
5287,"10-(3a,6,6,9a-tetramethyl-2,7-dioxo-4,5,5a,8,9,9b-hexahydro-1H-cyclopenta[a]naphthalen-3-ylidene)-2,6-dimethylundeca-2,4,6,8-tetraenoic acid",CC(=CC=CC(=C1C(=O)CC2C1(CCC3C2(CCC(=O)C3(C)C)C)C)C)C=CC=C(C)C(=O)O,C30H40O4,464.6
5288,"methyl 10-(3a,6,6,9a-tetramethyl-2,7-dioxo-4,5,5a,8,9,9b-hexahydro-1H-cyclopenta[a]naphthalen-3-ylidene)-2,6-dimethylundeca-2,4,6,8-tetraenoate",CC(=CC=CC(=C1C(=O)CC2C1(CCC3C2(CCC(=O)C3(C)C)C)C)C)C=CC=C(C)C(=O)OC,C31H42O4,478.7
5289,"[10-[7-Hydroxy-6-(hydroxymethyl)-3a,6,9a-trimethyl-2-oxo-1,4,5,5a,7,8,9,9b-octahydrocyclopenta[a]naphthalen-3-ylidene]-2,6-dimethylundeca-2,6,8-trien-5-yl] acetate",CC(=CCC(C(=CC=CC(=C1C(=O)CC2C1(CCC3C2(CCC(C3(C)CO)O)C)C)C)C)OC(=O)C)C,C32H48O5,512.7
5290,"3,9-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino(2,1-b)isoquinoline-2,10-diol",COC1=C(C=C2C3CC4=C(CN3CCC2=C1)C(=C(C=C4)O)OC)O,C19H21NO4,327.4
5291,Imatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,C29H31N7O,493.6
5292,"8-Hydroxy-5,7-dimethoxy-3-methyl-2-(3,4,5,6,11-pentamethyltrideca-7,9,11-trienyl)chromen-4-one",CC=C(C)C=CC=CC(C)C(C)C(C)C(C)CCC1=C(C(=O)C2=C(O1)C(=C(C=C2OC)OC)O)C,C30H42O5,482.6
5293,"2-(4,6-Dimethoxy-3,5,11-trimethyltrideca-7,9,11-trienyl)-8-hydroxy-5,7-dimethoxy-3-methylchromen-4-one",CC=C(C)C=CC=CC(C(C)C(C(C)CCC1=C(C(=O)C2=C(O1)C(=C(C=C2OC)OC)O)C)OC)OC,C30H42O7,514.6
5294,"2-[6-(5-Hexadeca-9,11,15-trienyloxolan-2-yl)dioxan-3-yl]acetic acid",C=CCCC=CC=CCCCCCCCCC1CCC(O1)C2CCC(OO2)CC(=O)O,C26H42O5,434.6
5295,"2-[6-(5-Hexadeca-9,11-dienyloxolan-2-yl)dioxan-3-yl]acetic acid",CCCCC=CC=CCCCCCCCCC1CCC(O1)C2CCC(OO2)CC(=O)O,C26H44O5,436.6
5296,"Methyl 2-[6-(5-tetradeca-7,9,13-trienyloxolan-2-yl)dioxan-3-yl]acetate",COC(=O)CC1CCC(OO1)C2CCC(O2)CCCCCCC=CC=CCCC=C,C25H40O5,420.6
5297,Strept-omycin,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,C21H39N7O12,581.6
5298,Streptonigrin,CC1=C(C(=C(N=C1C(=O)O)C2=NC3=C(C=C2)C(=O)C(=C(C3=O)N)OC)N)C4=C(C(=C(C=C4)OC)OC)O,C25H22N4O8,506.5
5299,"1-Methyl-1-nitroso-3-(3,4,5,6-tetrahydroxy-1-oxohexan-2-yl)urea",CN(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O,C8H15N3O7,265.22
5300,"1-Methyl-1-Nitroso-3-(2,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-3-Yl)Urea",CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,C8H15N3O7,265.22
5301,"19-Ethenyl-18-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-4,6,8,15-tetraen-14-one",C=CC1C2CC3C4C(CCN3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C6=CC=CC=C6N4,C26H32N2O8,500.5
5302,Strobane,CC1(C2(C(C(C(C1(C2Cl)Cl)(C(Cl)Cl)Cl)Cl)Cl)Cl)C,C10H10Cl8,413.8
5303,"3,5,14-trihydroxy-13-methyl-17-(5-oxo-2H-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthrene-10-carboxaldehyde",CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)C=O)O,C23H32O6,404.5
5304,Strychnin,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75,C21H22N2O2,334.4
5305,"2-cyano-3-[4-hydroxy-3,5-di(propan-2-yl)phenyl]-N-(3-phenylpropyl)-2-propenamide",CC(C)C1=CC(=CC(=C1O)C(C)C)C=C(C#N)C(=O)NCCCC2=CC=CC=C2,C25H30N2O2,390.5
5306,4-[4-[(2-oxo-1H-indol-3-ylidene)methyl]phenyl]piperazine-1-carbaldehyde,C1CN(CCN1C=O)C2=CC=C(C=C2)C=C3C4=CC=CC=C4NC3=O,C20H19N3O2,333.4
5307,"2-[(1,2-Dihydro-2-oxo-3H-indol-3-ylidene)methyl]-4-methyl-1H-pyrrole-3-propanoic acid",CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O,C17H16N2O3,296.32
5308,"5-Chloro-3-[(3,5-dimethyl-1H-pyrrol-2-yl)methylene]-1,3-dihydroindol-2-one",CC1=CC(=C(N1)C=C2C3=C(C=CC(=C3)Cl)NC2=O)C,C15H13ClN2O,272.73
5309,"2,3-dihydro-N,N-dimethyl-2-oxo-3-((4,5,6,7-tetrahydro-1H-indol-2-yl)methylene)-1H-Indole-5-sulfonamide",CN(C)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)C2=CC3=CC4=C(N3)CCCC4,C19H21N3O3S,371.5
5310,"9,11,11-Trimethyl-2-methylidenetricyclo[4.3.2.01,5]undecan-3-one",CC1CCC2C3C1(CC2(C)C)C(=C)C(=O)C3,C15H22O,218.33
5311,Vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C14H20N2O3,264.32
5312,Succinylacetone,CC(=O)CC(=O)CCC(=O)O,C7H10O4,158.15
5313,"4-[2-[3-[[4-[[[5-(6-Aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylamino]-4-oxobutanoic acid",CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCNC(=O)CCC(=O)O)O,C25H41N8O19P3,850.6
5314,Succinylcholine,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,C14H30N2O4+2,290.40
5315,Succinylsulfathiazole,C1=CC(=CC=C1NC(=O)CCC(=O)O)S(=O)(=O)NC2=NC=CS2,C13H13N3O5S2,355.4
5316,"3,3-Dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid 4,4-dioxide",CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,C8H11NO5S,233.24
5317,CID 5317,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C,C16H18N2O7S2,414.5
5318,Sulconazole,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,C18H15Cl3N2S,397.7
5319,Sulfabenzamide,C1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,C13H12N2O3S,276.31
5320,Sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,C8H10N2O3S,214.24
5321,4-amino-N-(6-chloropyridazin-4-yl)benzenesulfonamide,C1=CC(=CC=C1N)S(=O)(=O)NC2=CC(=NN=C2)Cl,C10H9ClN4O2S,284.72
5322,Sulfacytine,CCN1C=CC(=NC1=O)NS(=O)(=O)C2=CC=C(C=C2)N,C12H14N4O3S,294.33
5323,Sulfadimethoxine,COC1=NC(=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)OC,C12H14N4O4S,310.33
5324,Sulfaguanidine,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)N,C7H10N4O2S,214.25
5325,Sulfamerazine,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C11H12N4O2S,264.31
5326,Sulfameter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C11H12N4O3S,280.31
5327,Sulfamethazine,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,C12H14N4O2S,278.33
5328,Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,C9H10N4O2S2,270.3
5329,Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,C10H11N3O3S,253.28
5330,Sulfamethoxypyridazine,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C11H12N4O3S,280.31
5331,"(11,11-Dimethyl-4,4-dioxo-3,5,8,10,12-pentaoxa-4lambda6-thiatricyclo[7.3.0.02,6]dodecan-9-yl)methyl sulfamate",CC1(OC2C3C(COC2(O1)COS(=O)(=O)N)OS(=O)(=O)O3)C,C9H15NO10S2,361.4
5332,Sulfamonomethoxine,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C11H12N4O3S,280.31
5333,Sulfanilamide,C1=CC(=CC=C1N)S(=O)(=O)N,C6H8N2O2S,172.21
5334,Sulfanitran,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)[N+](=O)[O-],C14H13N3O5S,335.34
5335,Sulfaphenazole,C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,C15H14N4O2S,314.4
5336,Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,C11H11N3O2S,249.29
5337,"Benzenesulfonamide, 4-amino-N-2-quinoxalinyl-, ion(1-)",C1=CC=C2C(=C1)N=CC(=N2)[N-]S(=O)(=O)C3=CC=C(C=C3)N,C14H11N4O2S-,299.33
5338,Sulfaquinoxaline,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,C14H12N4O2S,300.34
5339,Sulfasalazine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,C18H14N4O5S,398.4
5340,Sulfathiazole,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,C9H9N3O2S2,255.3
5341,,C1=CC(=CC=C1N)S(=O)(=O)N=C(N)S,C7H9N3O2S2,231.3
5342,Sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,C23H20N2O3S,404.5
5343,Sulfisomidine,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,C12H14N4O2S,278.33
5344,Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,C11H13N3O3S,267.31
5345,"3,3'-(Tetrabromophthalidylidene)bis(6-hydroxybenzenesulfonic acid)",C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)O)S(=O)(=O)O)O,C20H10Br4O10S2,794.0
